# stamp x y z yaw
8.222000 19.443812 3.530307 -0.001657 0.512587
8.242000 19.490062 3.561297 -0.001657 0.517080
8.262000 19.536211 3.592525 -0.001657 0.521634
8.282000 19.581891 3.624455 -0.001657 0.526718
8.302000 19.627449 3.656490 -0.001657 0.531727
8.322000 19.670725 3.689942 -0.001603 0.541037
8.342000 19.712044 3.725171 -0.001499 0.553550
8.362000 19.751634 3.763000 -0.001467 0.567715
8.382000 19.789464 3.803254 -0.001450 0.583758
8.402000 19.825650 3.846143 -0.001444 0.601154
8.422000 19.860757 3.890786 -0.001498 0.619508
8.442000 19.895816 3.936035 -0.001496 0.637914
8.462000 19.930940 3.981808 -0.001405 0.656229
8.482000 19.965559 4.028364 -0.001371 0.673880
8.502000 19.999551 4.075173 -0.001380 0.691438
8.522000 20.032740 4.122662 -0.001378 0.708133
8.542000 20.064998 4.170713 -0.001417 0.724677
8.562000 20.096283 4.219292 -0.001471 0.741208
8.582000 20.126532 4.268399 -0.001484 0.757626
8.602000 20.155948 4.317939 -0.001487 0.774043
8.622000 20.184814 4.367491 -0.001519 0.791818
8.642000 20.213626 4.416974 -0.001539 0.810682
8.662000 20.242452 4.466513 -0.001478 0.830253
8.682000 20.270937 4.516209 -0.001398 0.849713
8.702000 20.298631 4.566025 -0.001381 0.868792
8.722000 20.325116 4.616292 -0.001435 0.886996
8.742000 20.350379 4.666857 -0.001518 0.905033
8.762000 20.374226 4.717734 -0.001552 0.923020
8.782000 20.396444 4.769444 -0.001554 0.941154
8.802000 20.417668 4.821852 -0.001550 0.959393
8.822000 20.438101 4.874308 -0.001550 0.977865
8.842000 20.457479 4.926724 -0.001550 0.996235
8.862000 20.475856 4.979310 -0.001547 1.014332
8.882000 20.493329 5.032261 -0.001547 1.032161
8.902000 20.509815 5.085364 -0.001549 1.049903
8.922000 20.525299 5.138777 -0.001549 1.067406
8.942000 20.539773 5.192381 -0.001549 1.084866
8.962000 20.553067 5.246251 -0.001549 1.102343
8.982000 20.565190 5.300559 -0.001545 1.119878
9.002000 20.576255 5.355080 -0.001543 1.137403
