# stamp x y z yaw linear_v angular_v
6.416000 15.500575 -0.003437 -0.001500 -0.004696 2.749374 -0.099637
6.436000 15.555335 -0.003209 -0.001492 -0.003989 2.737952 0.035540
6.456000 15.610143 -0.000153 -0.001401 -0.000618 2.726952 0.185796
6.476000 15.664910 0.005538 -0.001359 0.005228 2.736912 0.311605
6.496000 15.720013 0.013412 -0.001318 0.013012 2.744601 0.419156
6.516000 15.774679 0.020985 -0.001389 0.019750 2.726869 0.323398
6.536000 15.828973 0.025816 -0.001528 0.022954 2.715369 0.156494
6.556000 15.883142 0.027632 -0.001508 0.023364 2.706734 0.017346
6.576000 15.937597 0.026692 -0.001395 0.021142 2.713714 -0.129127
6.596000 15.992623 0.023507 -0.001313 0.016785 2.760311 -0.251129
6.616000 16.047924 0.019427 -0.001369 0.011935 2.762017 -0.221072
6.636000 16.103341 0.017430 -0.001533 0.009438 2.775055 -0.067782
6.656000 16.158869 0.016984 -0.001611 0.008224 2.775783 -0.037291
6.676000 16.214402 0.017024 -0.001642 0.007578 2.776856 -0.044802
6.696000 16.269945 0.016643 -0.001652 0.006753 2.776971 -0.047531
6.716000 16.325447 0.015331 -0.001655 0.004865 2.775003 -0.158594
6.736000 16.380927 0.012028 -0.001653 0.001184 2.775368 -0.214083
6.756000 16.436430 0.008352 -0.001654 -0.002529 2.775033 -0.189307
6.776000 16.491830 0.003706 -0.001655 -0.007220 2.764179 -0.256318
6.796000 16.547115 -0.001708 -0.001656 -0.012311 2.759507 -0.231891
6.816000 16.601988 -0.005353 -0.001635 -0.014913 2.736901 -0.110443
6.836000 16.656421 -0.005610 -0.001511 -0.014242 2.720952 0.033471
6.856000 16.710725 -0.003197 -0.001433 -0.010934 2.705689 0.176536
6.876000 16.765385 0.001745 -0.001362 -0.005292 2.735135 0.305687
6.896000 16.820521 0.008742 -0.001307 0.002186 2.750866 0.402253
6.916000 16.875461 0.015351 -0.001403 0.008531 2.743082 0.303102
6.936000 16.930181 0.019116 -0.001515 0.011392 2.737066 0.144089
6.956000 16.984946 0.019871 -0.001457 0.011531 2.736617 -0.005341
6.976000 17.040071 0.018158 -0.001329 0.009257 2.768474 -0.148201
6.996000 17.095530 0.014967 -0.001323 0.005631 2.770885 -0.189899
7.016000 17.150911 0.012051 -0.001494 0.002693 2.766649 -0.090531
7.036000 17.206390 0.011735 -0.001595 0.002092 2.775454 0.005202
7.056000 17.261892 0.012300 -0.001633 0.002110 2.770709 -0.037552
